Emotion,Text
4,dont think think attitud toward learn one open new idea decis skill behavior
3,time ago close rel mine got cheap worst
3,discuss psycholog friend lectur
5,find univers give first prioriti qualifi praction clinic year go english lectur
3,clearli christma parti time earli morn train significantli empti
3,receiv unexpect letter friend met short time sent poem wish good luck felt happi great esteem person
4,math sheath evid
5,feel sad imagin could lose close person time ago lost man ai greatli respect
5,recent felt sad without reason last day noth like period
3,admit realli hate cours came good remix depress whini song ngage
0,hous council ask citi cut linden tree inhabit lower floor would view sea
0,none busi
2,fear fear much aliv fear die ill aliv million year byeby lyric quot
4,smith
3,full week school full week practic
0,id say youv done move dirt window face hand disgrac
0,offer recoveri program ind amp cpl cnslling mgmnt father emot intellig
0,quotangri word make peac open heart open mind doquot frank parker peac openheart openmind frankpark
3,time pull xma decor plan tree trim parti begin look alot like christma
3,hahahah love im work two place todayampm blackfriday
7,ya un orga il mdoii ball maii il faii le maliin pa rep kil continu heiiin
4,fear knock door answer faith vs faith
0,realli want take knee
3,ensur futur wil present b direct reflect r truenaturewhol
7,guess who back twitter gtgtgtgtgtgt
5,fail entranc exam imec
3,pass import exam
2,realiz u give u level help u fend ever get heart
3,act cool like delight meet sit round kitchen tabl talk
3,spent hour starbuck discov arc nerdtast
0,necessari peopl yell other tri write paper frustrat peopl clearli need harder major
3,oper last essay xma start today
3,god could creat moment make laugh hard lose breath
2,oh god aircondition
3,read pg child get awesom feel im finalllllyyi child adult love age
3,seen beyond excit approach first book alreadi visualis bookshelv
3,goin brave townxma shop
7,multipl guy build let elev first obvious closer
3,time year make happi especi surpris friend love one treat kind gestur
5,spent book alreadi bout send get last deal make sad
2,start someth beauti horror beauti horror
2,watch horror movi friend
2,think death
2,daughter yr went colt tri hit turn kick heart sent fli air left mother sister deal nurs felt didnt want know go die much
3,oh god know go long day your second cuppa min
5,home alon realiz young roe approach hous hid want frighten limp time later thought alreadi run away saw lie terrac came nearer saw terribl wound inform ranger said roe must attack dog shoot
3,degre hardli stop piss tomorrow im outsid parti
3,time certainli wouldnt make mistak mayb im meant etern singl
3,time ventur amp dread christma shop
4,well watch say five past two use reli gain lose last day
3,need quit speak pathet amp start speak prophet life speak peac life jesu sayy
3,break heart deepest desir fulfil look like feel like smell like enjoy ljb
0,felt anger friend met date becom nervou pest alway get meet
5,feel get see back futur realiz end
2,studi tomorrow placement test
5,exil home amp dont know
3,hand sew sleev photoshop garment tech colour amp print develop journal secur model edit fashion filmbi tomorrow morn
2,box way make better man confid deliver skill grace likewat
6,ace eye full mock laughter took discomfit express journalist face
7,saw statu immedi want go yessslt gift eachoth
7,start bake bet cant guess im make tomorrow
5,ive tri sign back myspac account mani time unfortun work
7,kid who dad christma present alreadi surpris
4,hey mari what
5,irish presid mari robinson earlier said share sorrow anguish peopl countri
5,mum smile woebegon face
5,piti know youv long month
3,feel aw way freak earli leadership highschool
0,ur realli let
3,yay stay cali season horizon presum
3,dear scsl famili know read love forev place heart prayer peac
0,close person lie
0,said absurd thing fals thing fill ear inflat head seem caught carcass heart want explod arm want knock world
3,everyon home tomorrow ill move thing new school _
3,homework colleg app rest night
5,twitter work cant tweet twitter see mention twitterfail
0,insult roommat
5,rest earli wasnt wellreceiv hope night everyon xx
2,moment u stop think gone think make decis upset think
4,head
5,one homi got prisonh strike offend amp year old
7,quot van de avond recessi piet die klopt wel maar strooit niet avond
2,email text amp imd last minut im afraid might pick phone amp call someth
0,ye pleas care futur
3,feel like smile right moment thank moment pure
3,tree green red rose see bloom u think wonder world
3,school buss make want kill
3,must old
2,et merd jvai devoir retir de largent sur roubaix jai plu le temp daller dan vill
3,good idea bring music period
3,okay holi spirit parti work overflow
3,aaaaaaah beauti like twinkl school star glint christma sky
1,tell yu someth amp trust yu amp yu fucc consid us fight real shit
7,one class made without doze restaur manag might differ stori kitchenstoveshit
3,celebr life one chanc give amp ty
5,understand sir bring doctor note tomorrow sorri mr dougla
2,cant thing anymor russian comingth chicom comingth terrorist comingand
2,caught thug age ask surrend properti rememb feel scare
4,young man
7,feelin bit sad tonight
3,sometim sourc smile sometim smile sourc joy teamfollowback
3,think boss front honest littl dig find she screw behind back
3,stress final present realiz week ahead sighsofrelief colleg
3,look forward treat favorit nurs explain use needl
5,best friend got boyfriend relationship ten year finish abrupt
0,forgot last year well
2,well saw horror movi last night almost frighten death
0,frustrat get anywher take breather quit rub neg everyon
2,would hate get reject letter colleg
3,gotta return home second majali studi stuff
0,amp tomorrow even wors feel sorri person take
7,helema uitgeslapen x naar de stad gefietst en nu maken wat een productiev dag voorlopig
3,felt final accept bulgarian conservatori appli coupl year
1,deo ad one worst histori ad make gag
2,im sorri mean huge mole amp mole grow hair realli freak gross
3,admit univers niec born
3,mentor train everi wednesday next month
7,si call earlier told readi jump car sharp morn excit
3,delight turnout spectat gener organis local author
3,made amsterdam hour earli look like sit hour
5,heard father pass away could eat week cri could find courag go bath
2,stay kitchen watch chines new year kitchen god tell boss whether good bad year like lester
5,loss woman love till today
3,got present great friend dog
5,im sorri bother
3,scott pilgrim box set arriv start read
5,final found hummu tast like shit
3,ive aunt hous half hour alreadi feel like gain pound
3,woke hideou mood journey hour famili
3,miser much hwwwbut first singingdriv lesson jolli russian sike
0,punish school seriou mistak mine
5,im gonna miss back school tomorrow
4,yeah yeah today lesson creation univers
2,nigga tryn play femal like piec meatthat man damn sure bitch shawti
3,talk legal system world idea damn
3,today way may dad amp favor alway abid live love lamecca
5,oh thank god felt frighten bad new
7,love reread lock text guess lol make smile
5,leav friend theatr class
7,ha watch morn decent fight defo deserv lose he make shit excus
5,first day wear cross necklac sinc got im get back til christma nooooooooo
2,yo cold fear steam cold
7,lossless mp file mb wow didnt expect
3,soy tan feliz la navidad empieza aflorar en mi casa
5,ignor fact could hear back
5,nigel becam despond nt
0,wow rude hurt disrespect ungrat human be need die disappoint
2,climb stair top skijump hill
3,got phone taken school till friday
3,glad learn student alreadi heard phone didnt believ first
5,well brother still talk would excus come visit mehhh
5,ohhhh
3,night sprite im visit inlaw tomorrow ill need sleep get grit teeth barb comment
3,got letter home
3,wait finish whatev he someth pass time watch hairspray
5,real anguish eye
6,problem center parc everyon els inept embarrass show
7,mom actual birthday im take shop whatev want she get good thing dont know yet
3,today shitcockfuckballsandshitdickarsetwat mix overwhelm feel joy confus time need gin getmeagin
2,tell parent well exam
7,anyon want make realli happi buy candycan hershey kiss monday
7,hed say quot damn never woulda thought yo ass would wanna get wit mequot well nigga
3,time turn twitter frown upsid michael bublé christma current play pandora ilovehim
1,take freedom time choosewhich essenti approv senat day ago
5,ver capítulo de boston legal que sea la última temporada
5,jeff gonna whose line tonight im go miss agh
3,time im glad could help
7,taio cruz play yoyo stationi run song choos nottherightgenr
3,morehead overrun filthi slutbag next year
3,everyon seem pleas arrang philipp made nt rose
5,workworkworkwork fuck job
3,alway fill good beauti truthalbert einstein
2,concern jeremi didnt return even sunday octob left camp gear behind hut
3,mantakp sea game nya buat kak dan kak tobe
3,mine month theyr great ye anoth one come
0,professor faculti laugh suspici composit written classmat
7,im stay wait ur check surpris
3,thought today would dull day happili europ bank explod littl
2,somebodi broke home one night mother sister gone bed
3,el festejo el sábado va ser memor épico imponent como poco en el mismo día volveré ver el sol enlif
5,end near hoopti weve good time might need put soon
